episode,reward,opponent
280,0.0,agent_trained_vs_strong_bot
281,-12.826991986026313,agent_trained_vs_league1
282,-11.509177317676484,agent4
283,-16.686477589012807,agent2
284,5.361262755990113,agent2
285,-12.250901603825774,weak_bot
286,-3.7315898681716937,atk_bot
287,-17.064243072721094,agent_trained_vs_league2
288,-11.212326349083682,weak_bot
289,-13.47771035994432,agent_trained_vs_attack_bot
290,-27.515824866716958,agent4
291,-11.754465949284217,agent_trained_vs_league1
292,-31.60272736281016,agent2
293,7.735153308119779,strong_bot
294,-11.508549781113079,agent4
295,7.461240204984993,agent_trained_vs_attack_bot
296,0.0,agent_trained_vs_strong_bot
297,4.115432407213466,agent_trained_vs_defense_bot
298,0.0,agent_trained_vs_attack_bot
299,-21.225196477246076,agent3
300,0.0,agent5_shit_agent
301,-19.793142374106324,def_bot
302,-12.62859792358811,weak_bot
303,3.366568114698139,atk_bot
304,-17.508461407407037,agent_trained_vs_defense_bot
305,-13.03845977557614,atk_bot
306,-19.150491549772333,weak_bot
307,-21.190173225046507,strong_bot
308,-13.78388198037063,weak_bot
309,0.0,agent5_shit_agent
310,-30.18291407051408,agent2
311,9.073480608061663,agent_trained_vs_defense_bot
312,-11.247940785061306,weak_bot
313,-27.011505982430627,agent_trained_vs_strong_bot
314,-12.441290782561449,agent_trained_vs_league1
315,-15.55240875550642,strong_bot
316,-23.9033483811022,strong_bot
317,-13.834653937893265,agent4
318,-11.481255939318816,agent_trained_vs_league2
319,6.1584420681781165,prev_self
320,7.834713607868002,def_bot
321,-11.631805954898475,agent4
322,-12.246320279552927,def_bot
323,9.271358115348052,agent4
324,-21.145800699109486,def_bot
325,-11.923108767093204,agent4
326,8.245525303628511,def_bot
327,-10.477519746642855,atk_bot
328,-11.802580816953803,weak_bot
329,-21.06834784401267,prev_self
330,8.885700901572298,atk_bot
331,0.0,agent_trained_vs_attack_bot
332,-14.417167969550022,atk_bot
333,-4.4979319063582475,agent_trained_vs_defense_bot
334,-13.07228243367634,prev_self
335,-22.086302704766222,def_bot
336,-13.947867264288153,agent_trained_vs_league1
337,-12.30769307171738,agent_trained_vs_league1
338,-23.062887072483033,agent5_shit_agent
339,-11.93939758422763,agent_trained_vs_league2
340,-27.15676405447516,def_bot
341,5.35250276144398,agent_trained_vs_attack_bot
342,-13.604566959758742,def_bot
343,0.0,agent_trained_vs_attack_bot
344,-30.66670443556457,agent_trained_vs_attack_bot
345,-7.682198433920514,agent_trained_vs_defense_bot
346,9.323715340590455,strong_bot
347,8.377476580453333,strong_bot
348,3.0098337192316773,agent_trained_vs_defense_bot
349,-16.43337902200514,strong_bot
350,-11.031999700256852,weak_bot
351,-12.825257481523295,prev_self
352,8.703172721797298,agent_trained_vs_defense_bot
353,5.877771335655488,agent_trained_vs_defense_bot
354,-20.01519052031382,agent_trained_vs_attack_bot
355,-12.557237865421786,agent3
356,-12.335836336060968,weak_bot
357,-12.343486567954502,agent_trained_vs_strong_bot
358,-11.50067493136493,def_bot
359,-11.541925070511574,agent_trained_vs_league2
360,-11.66845355804302,weak_bot
361,9.27512304082333,weak_bot
362,8.948566113080126,agent_trained_vs_attack_bot
363,9.846374858567527,agent_trained_vs_strong_bot
364,8.790544540451426,agent_trained_vs_league2
365,0.0,agent_trained_vs_attack_bot
366,-13.20518680620812,agent_trained_vs_strong_bot
367,-7.941055028125189,def_bot
368,-1.8206819382378199,agent_trained_vs_defense_bot
369,-12.358381383870393,atk_bot
370,-15.022908661568453,agent4
371,-21.570710385623265,def_bot
372,-14.602993179690703,agent_trained_vs_defense_bot
373,-11.60140930703096,agent_trained_vs_league2
374,-12.822614616686568,agent_trained_vs_strong_bot
375,-12.056429841167958,strong_bot
376,7.726495012169,agent_trained_vs_league1
377,-12.698477257333403,agent3
378,-13.913284044724543,agent_trained_vs_strong_bot
379,-10.988414683650026,agent3
380,8.903730998823432,agent_trained_vs_defense_bot
381,0.0,agent_trained_vs_attack_bot
382,9.135803783337488,agent_trained_vs_league1
383,-2.831912562709543,agent_trained_vs_defense_bot
384,-13.37156073893907,agent2
385,-11.910831946606002,atk_bot
386,-27.34928651382695,def_bot
387,-13.870434913214478,agent_trained_vs_league1
388,6.856242582864356,agent5_shit_agent
389,-11.902824362584642,agent_trained_vs_league2
390,-12.191352957980088,agent2
391,-10.711087992642653,agent4
392,-13.025230799589984,agent_trained_vs_league1
393,-13.772593008843783,weak_bot
394,-10.863337251128376,agent3
395,-10.847148055860421,strong_bot
396,-5.53061131923188,atk_bot
397,5.610279747440858,atk_bot
398,-12.68579857007192,agent5_shit_agent
399,-12.018421304177892,agent_trained_vs_league2
400,-12.45403908990123,agent2
401,0.0,agent_trained_vs_attack_bot
402,-16.441581554759516,agent2
403,-10.65809497290798,agent2
404,9.242413987177551,agent_trained_vs_attack_bot
405,-7.519200768670539,weak_bot
406,8.823983132494742,agent_trained_vs_defense_bot
407,-13.731691181539178,agent_trained_vs_league1
408,-10.911888081482946,agent3
409,-19.8556494917631,def_bot
410,9.318307707401715,agent_trained_vs_league2
411,-17.07268746496558,strong_bot
412,-11.927811089888467,agent_trained_vs_league2
413,-12.545642478313432,atk_bot
414,8.876422558072221,agent_trained_vs_league1
415,-16.507317887022854,atk_bot
416,0.0,agent5_shit_agent
417,7.554495006735763,def_bot
418,-13.943909993574584,agent3
419,0.0,agent_trained_vs_strong_bot
420,9.350397740312461,agent_trained_vs_defense_bot
421,-11.12098151554389,agent2
422,-11.90063007398809,atk_bot
423,9.523299601271692,agent_trained_vs_attack_bot
424,7.983337823524563,prev_self
425,-12.582602675621954,agent3
426,-13.37462522392861,agent_trained_vs_league1
427,3.4430626696673174,prev_self
428,-11.386967020271104,agent4
429,-18.293915299953238,agent4
430,-11.774442150395119,prev_self
431,-15.946326071623673,agent_trained_vs_league2
432,-10.693416528737226,agent3
433,9.431101779207598,agent_trained_vs_league1
434,-11.837165114600497,def_bot
435,-11.87522410134054,agent4
436,-11.85779009773179,agent_trained_vs_league2
437,-11.564545292399762,agent4
438,-8.104417821534891,agent5_shit_agent
439,-11.329385414747104,weak_bot
440,0.0,agent5_shit_agent
441,-12.52836948031212,prev_self
442,-13.29376956629004,strong_bot
443,0.0,prev_self
444,-17.043980334434064,agent4
445,-11.682917909859396,agent_trained_vs_league2
446,-12.698508325293108,agent_trained_vs_defense_bot
447,7.232165054194683,def_bot
