epsiode,reward,win_rate
0,-5.459102397177421,0.0
1,-33.95374808926062,0.0
2,0.0,0.0
3,-39.51136845211791,0.0
4,0.0,0.0
5,-43.08265957590946,0.0
6,0.0,0.0
7,-21.889987169130613,0.0
8,0.0,0.0
9,-33.69442366832966,0.0
10,4.228503125945611,0.09090909090909091
11,-35.11260866304851,0.08333333333333333
12,0.0,0.07692307692307693
13,-32.61450181308813,0.07142857142857142
14,0.0,0.06666666666666667
15,-41.26813582223165,0.0625
16,0.0,0.058823529411764705
17,-25.590389628243464,0.05555555555555555
18,0.0,0.05263157894736842
19,-21.825723835535385,0.05263157894736842
20,0.0,0.05263157894736842
21,-24.916414166538214,0.05263157894736842
22,-4.165527950008311,0.05263157894736842
23,-29.366918269362664,0.05263157894736842
24,0.0,0.05263157894736842
25,-30.096949632333974,0.05263157894736842
26,-6.834488538214462,0.05263157894736842
27,-13.712512526267899,0.05263157894736842
28,-12.274873864229818,0.05263157894736842
29,-10.534577851686668,0.0
30,-2.8799261050281344,0.0
31,-37.57081043712713,0.0
32,0.0,0.0
33,-25.301505501307517,0.0
34,0.0,0.0
35,-42.18489555480899,0.0
36,2.0135097188901545,0.05263157894736842
37,-29.960468132196098,0.05263157894736842
38,-12.843979379480592,0.05263157894736842
39,-35.49739213160924,0.05263157894736842
40,0.0,0.05263157894736842
41,-15.907389069099445,0.05263157894736842
42,-16.145071803242676,0.05263157894736842
43,1.0429887810471445,0.10526315789473684
44,-1.9927126651810703,0.10526315789473684
45,3.306408248181511,0.15789473684210525
46,-6.025976056931074,0.15789473684210525
47,-16.202438621014668,0.15789473684210525
48,0.0,0.15789473684210525
49,-17.626301964777518,0.15789473684210525
50,-14.105934345313264,0.15789473684210525
51,-21.116407336734273,0.15789473684210525
52,-19.12232285037642,0.15789473684210525
53,-32.79581341727398,0.15789473684210525
54,-5.206959476774812,0.15789473684210525
55,-42.209002913202895,0.10526315789473684
56,-6.2080725366463545,0.10526315789473684
57,-33.08329602118669,0.10526315789473684
58,-14.086820833727884,0.10526315789473684
59,-54.092257076118734,0.10526315789473684
60,0.0,0.10526315789473684
61,-54.90349695441382,0.10526315789473684
62,-13.901990647062286,0.05263157894736842
63,-29.08822555621155,0.05263157894736842
64,0.0,0.0
65,-32.03831399785544,0.0
66,0.0,0.0
67,-28.052522916672455,0.0
68,-12.284623355994635,0.0
69,-52.026537276132004,0.0
70,0.0,0.0
71,-7.185532758706453,0.0
72,0.0,0.0
73,-52.15975017014536,0.0
74,0.0,0.0
75,-37.43105247880587,0.0
76,0.0,0.0
77,-26.123546482607463,0.0
78,-16.129844731242283,0.0
