epsiode,reward,win_rate
0,0.0,0.0
1,-12.063243750663961,0.0
2,0.0,0.0
3,6.864879628103891,0.25
4,0.0,0.2
5,-19.634298567414447,0.16666666666666666
6,0.0,0.14285714285714285
7,-2.6298936556220234,0.125
8,0.0,0.1111111111111111
9,-27.539748541054262,0.1
10,0.0,0.09090909090909091
11,-24.422392532036547,0.08333333333333333
12,0.0,0.07692307692307693
13,-31.679127341872647,0.07142857142857142
14,0.0,0.06666666666666667
15,8.176374762668816,0.125
16,0.0,0.11764705882352941
17,-4.232935016917871,0.1111111111111111
18,0.0,0.10526315789473684
19,-19.30498816558434,0.10526315789473684
20,0.0,0.10526315789473684
21,-14.973820441900727,0.10526315789473684
22,6.874253319319113,0.10526315789473684
23,-5.4684016020599575,0.10526315789473684
24,-5.824893148112735,0.10526315789473684
25,-25.534989369666906,0.10526315789473684
26,0.0,0.10526315789473684
27,3.57634300572939,0.15789473684210525
28,0.0,0.15789473684210525
29,6.9977104153885215,0.21052631578947367
30,-10.40774597277765,0.21052631578947367
31,-14.213795838691867,0.21052631578947367
32,0.0,0.21052631578947367
33,-20.762902638368313,0.21052631578947367
34,-10.801594864884962,0.15789473684210525
35,-15.901733449416515,0.15789473684210525
36,-3.133910350728736,0.15789473684210525
37,-14.290713105500359,0.15789473684210525
38,-14.148443220514464,0.15789473684210525
39,3.7090454167850675,0.21052631578947367
40,0.0,0.21052631578947367
41,-19.215935596056966,0.15789473684210525
42,-12.552433559596011,0.15789473684210525
43,9.371601406199497,0.21052631578947367
44,0.0,0.21052631578947367
45,-7.188457290826753,0.21052631578947367
46,0.0,0.15789473684210525
47,-5.747903183516154,0.15789473684210525
48,-14.50294594102415,0.10526315789473684
49,6.088465086063926,0.15789473684210525
50,-3.890119953004317,0.15789473684210525
51,-19.222673339988958,0.15789473684210525
52,-13.510831674687829,0.15789473684210525
53,8.858223604975615,0.21052631578947367
54,5.136915385948674,0.2631578947368421
55,-14.586239014455423,0.2631578947368421
56,-16.940378242656653,0.2631578947368421
57,-16.99565134914386,0.2631578947368421
58,0.0,0.21052631578947367
59,-37.41723010954492,0.21052631578947367
60,4.792094958006908,0.2631578947368421
61,-31.38801651250407,0.2631578947368421
62,0.0,0.21052631578947367
63,8.535867348139579,0.2631578947368421
64,0.0,0.2631578947368421
65,7.679538025931337,0.3157894736842105
66,0.0,0.3157894736842105
67,-16.16872054941226,0.3157894736842105
68,0.0,0.2631578947368421
69,-43.55045458490899,0.2631578947368421
70,0.0,0.2631578947368421
71,9.297075587815105,0.3157894736842105
72,0.0,0.2631578947368421
73,9.021494396724252,0.2631578947368421
74,0.0,0.2631578947368421
75,-26.74235490592289,0.2631578947368421
76,0.0,0.2631578947368421
77,-15.13732723865291,0.2631578947368421
78,0.0,0.2631578947368421
79,4.627506720266314,0.2631578947368421
80,8.868431113981652,0.3157894736842105
81,-12.605742113627157,0.3157894736842105
82,0.0,0.2631578947368421
83,9.175062302393243,0.3157894736842105
84,0.0,0.2631578947368421
85,4.847161611009331,0.3157894736842105
86,0.0,0.3157894736842105
87,-13.819124624777817,0.3157894736842105
88,-10.651766354762508,0.3157894736842105
89,-45.248148023449616,0.3157894736842105
90,9.963989253510537,0.3157894736842105
91,-12.030212267285757,0.3157894736842105
92,5.357361716973534,0.3157894736842105
93,9.036907987292874,0.3684210526315789
94,0.0,0.3684210526315789
95,-20.834011001801414,0.3684210526315789
96,-12.39698839306186,0.3684210526315789
97,-17.83313660560338,0.3684210526315789
98,-10.93311358296463,0.3157894736842105
99,6.672284671467638,0.3157894736842105
100,-11.803804938012421,0.3157894736842105
101,-14.015381975522502,0.3157894736842105
102,0.0,0.2631578947368421
103,9.455189981887376,0.3157894736842105
104,0.0,0.2631578947368421
105,-21.837994809155532,0.2631578947368421
106,4.223059253340779,0.3157894736842105
107,-14.698904075810951,0.3157894736842105
108,-11.225518854823399,0.3157894736842105
109,-16.06887573954548,0.2631578947368421
