episode,reward
0,-12.809981629225513
1,-46.65054703806183
2,-12.414644129467382
3,-15.002020719838288
4,-9.894323681630148
5,-50.24919979322489
6,2.0240762970525683
7,-24.82050926895442
8,-14.12038975207201
9,-43.01039469659172
10,-11.83200455275875
11,-32.613038759340434
12,-26.035530152682192
13,-35.55250306149548
14,8.322805368889473
15,-31.522816843414002
16,7.1374850976732045
17,-26.01709856795623
18,8.239322517618644
19,-28.996009514448396
20,-16.67819141888262
21,-33.06100081021713
22,-16.477801414162023
23,-29.97900937122468
24,-6.143932366522582
25,-30.895791662945893
26,-11.15201928642618
27,-29.621174202289517
28,-17.904251449944514
29,-38.0156041556331
30,-15.408331045579056
31,-32.40631840460424
32,-11.042263653990819
33,-35.99117125441745
34,-16.896788329315978
35,-32.51546047128027
36,-4.338178220410945
37,-16.163315830482958
38,-15.641011561424428
39,-18.997354014500303
40,-16.84581861650541
41,-2.4072963273275185
42,-4.993057078447218
43,-8.705250387220433
44,-14.241959050785807
45,-18.50478848852812
46,3.641970585320755
47,-17.9121585498116
48,-6.578196262932197
49,-18.575594331011477
50,-10.822424874348895
51,-28.672828855237277
52,-16.34859898095564
53,6.047853824536892
54,-10.728678876062066
55,-20.94071987230251
56,4.451152742419537
57,-22.471468116459256
58,-10.772224084743291
59,5.522975461884868
60,-14.000742914105114
61,-26.84017219665086
62,-12.666585094851241
63,-12.50137839904129
64,-13.114050802755232
65,-32.40774260650113
66,-3.5605201705155314
67,-20.56271653293662
68,-3.311103709184711
69,-16.21474122593058
70,-2.2883367620099855
71,-17.757144278395085
72,-12.800220371979698
73,-24.89202900066607
74,-8.883611581544207
75,-26.587911310346982
76,-9.449917770929844
77,6.091342242992079
78,-15.191271623924251
79,-27.024014992577374
80,-11.584095718248959
81,6.19904736624626
82,-11.949614412951057
83,-4.982829427811102
84,-12.454522701805374
85,-37.27660381968625
86,-19.110961851906374
87,3.254795830293099
88,8.175349099139448
89,-9.753966308586643
90,-13.466113612716953
91,-7.1831209103570135
92,-10.916158190946742
93,2.939615030187806
94,-15.194388578519266
95,-21.777310930808788
96,-7.352752261947486
97,8.452131292343683
98,-16.442552222080224
99,-8.13302631679613
100,-13.91579978723357
101,-22.634924233876994
102,-4.593007813970796
103,5.265908931604994
104,-7.623042421315621
105,-14.993459224362947
106,-11.376012435596275
107,-13.577255727660564
108,-12.378175096190162
109,-15.389327799193273
110,7.866521890605592
111,7.692443341078263
112,-3.2002694199093735
113,-18.054284426821283
114,-13.808522117221065
115,-15.444384833816256
116,-24.341617622359497
117,-2.2115283294138295
118,-2.3015332865478455
119,-18.374447990475822
120,3.769372541239065
121,-5.048310446409361
122,-9.681456731044385
123,-15.724938248199356
124,-13.114272942999456
125,5.964736306763902
126,8.555563950812111
127,-8.83188677586226
128,-16.532645831389964
129,8.6965296654111
130,-13.65175488508217
131,8.408668724537149
132,5.557311785068207
133,6.079243163243635
134,-17.73486700972182
135,7.802779752360711
136,7.861126499179907
137,-10.422340061890784
138,-15.004950833711302
139,-14.515307952134423
140,-11.480815169759087
141,-10.47250230248914
142,-14.760879343136533
143,-8.32966028986483
144,-5.394484816382789
145,-1.3330201767714938
146,-7.500679527017701
147,-12.180767978085571
148,-12.337811105446818
149,8.583565967774575
150,-11.421028962353509
151,5.712601473077757
152,8.518078367042
153,-8.572219368215833
154,-15.92554861121754
155,8.169597912069786
156,-14.957994553224982
157,-5.282412837026371
158,-10.752315856911123
159,-22.383847672241334
160,4.294861876359793
161,-13.580448509286384
162,-13.044018464392304
163,-16.99230060907059
164,4.494551798668381
165,-16.00965813829024
166,-14.426936144797722
167,6.0650812484938275
168,-2.330526983191476
169,8.051620267326342
170,-12.612554831390097
171,8.280703976729074
172,8.695648682120302
173,-8.161783340550867
174,-10.722939852416237
175,0.976017124824752
176,-14.57747441769829
177,-7.845211062420067
178,9.134620309487605
179,-9.341345057884718
180,-2.150298453857951
181,-12.855929807230378
182,-14.113676394273687
183,-16.18190674913412
184,-11.307526347061216
185,-3.8072736249552883
186,-15.020502544226176
187,-21.90380349865475
188,-13.16688895013502
189,3.278020938144042
190,-13.068329428956966
191,-13.75049499748009
192,-14.52697894920601
193,7.4480785652956785
194,-10.873263244809205
195,-10.646461601865926
196,-13.49105812405599
197,-9.083695151182084
198,-11.30768004155061
199,-6.954779479178087
200,-12.056403169895127
201,0.8334143202994184
202,-8.925913197215044
203,5.820083199741595
204,-13.585825474525507
205,-14.588694726389274
206,2.5957200685341935
207,-15.685286902322412
208,-3.6130770070295295
209,-22.644478282531985
210,-16.095322405706444
211,8.752081675542177
212,-16.659630501363974
213,8.557769777363493
214,-14.359501646607093
215,-12.642409203412637
216,-13.930154594908377
217,-10.196178208501768
218,-14.284332473860156
219,2.7790495939181943
220,-1.817012905939203
221,-6.951796909447018
222,-11.634290939820035
223,-6.682496886615124
224,-16.080292102468327
225,7.11219160972773
226,-14.413397462797644
227,-14.225180175364935
228,-15.884712498088188
229,-9.077044043948803
230,-11.644956811169424
231,-13.946773529716694
232,9.497684445899207
233,-15.97128869604352
