epsiode,reward
0,-11.178688165406097
1,-13.895670954809848
2,-11.43559655960997
3,-19.621737832124566
4,-12.645476895045231
5,-26.674207810547646
6,-12.59931630155874
7,-35.06457726482233
8,-11.310769672998553
9,-27.502235676208496
10,-14.09154820459367
11,-8.986398555808227
12,9.504372590307971
13,-0.7488225586691613
14,-12.250790341175026
15,-27.81955520339258
16,-11.41013932003664
17,-13.630632487269596
18,-0.6930010455887159
19,-30.042685064235
20,-11.402388303390271
21,-25.104848398260895
22,-10.838677584969924
23,-34.098323370259585
24,-11.52159603620089
25,-11.810883906163935
26,-5.914478521415113
27,8.789856907772505
28,-11.179813910151331
29,-29.251950411138935
30,9.612256981178431
31,6.371327756410434
32,-13.541619359854709
33,-12.432453781085776
34,-10.956324171974053
35,-23.335723594472842
36,-9.07011698352957
37,-12.868030533232046
38,-12.257160497768973
39,-30.38825423991985
40,-14.53002809893926
41,-16.079046941560605
42,-11.10928349829188
43,-26.924778876909
44,-11.919100707577599
45,-23.751259654599686
46,-10.965946277079501
47,-26.283833230031004
48,-3.1260353000959284
49,5.775983521033438
50,-12.296890548615986
51,-15.420230780483038
52,9.585820265272796
53,-26.504771248184262
54,-13.104822953387878
55,-16.815799693074357
56,-13.492704658581845
57,-30.16738613511907
58,-10.582987195125508
59,-21.82786669851111
60,-9.192729482410611
61,7.635405231892133
62,-13.384496517267158
63,-19.014937370621738
64,-10.344791225015781
65,-27.018643345502728
66,-11.997819427186265
67,-1.6695001010163217
68,-10.802670385120397
69,-22.555728428338682
70,-6.845546432164042
71,-14.34155750373891
72,-12.322333558267816
73,7.284042456992005
74,-10.975030979368064
75,-21.99359671583699
76,-10.735877767730964
77,-10.945440031683892
78,-8.212965490239466
79,-17.2842268709046
80,-7.910573334690431
81,-13.297703608915388
82,-10.846833268152857
83,-2.1020225625945343
84,-13.053999061014768
85,-19.079926019820494
86,-15.574620590570142
87,-28.855033303630734
88,-10.679371091076007
89,-20.29473733672501
90,-11.058579682324936
91,-30.888295785868046
92,-13.341729507786624
93,-21.316347098529718
94,-12.53210973998449
95,-26.0200254198896
96,-11.586283610516945
97,-15.690886670495665
98,9.01217796345603
99,-23.98012486164501
100,-10.876729304116427
101,-18.876440499198388
102,-11.097779568279002
103,6.921921502188708
104,-10.847707739552654
105,-25.811271348372305
106,-16.337673470361015
107,-16.339837903314077
108,-4.249817208693495
109,-1.891489278830914
110,-10.916315637963484
111,-21.663364304853154
112,-15.47869372850526
113,-22.5829093901181
114,-10.288108659919974
115,-34.25338316217278
116,-11.495243937042629
117,-20.79367352383808
118,-11.886441643260346
119,-33.94081162723983
120,-14.120970212388082
121,-32.4856616919891
122,-11.060432830709074
123,-25.953945832940953
124,-10.816616229519695
125,-4.1747581857357225
126,-11.053945888183177
127,-19.20680605724304
128,-10.860241037870987
129,-27.641977927142637
130,-10.86124957499735
131,-19.221654403184786
132,9.767317111737926
133,-32.21471215779024
134,-14.1624994173553
135,5.739950499783037
136,-7.265197855381576
137,-23.255805216760184
138,-10.921050753767204
139,-10.870166670184442
140,-16.71855585387676
141,-22.091957942706042
142,-10.95262874669772
143,-26.05327787162834
144,-15.311262415815147
145,-8.449204258174959
146,-7.090719417927953
147,-31.18199134253634
148,-10.862270916535017
149,-18.82771927301035
150,-14.18121692022255
151,-15.240964726760794
152,-10.739216887636129
153,-14.1836956747691
154,-10.751408016955244
155,-17.283871831782438
156,-8.620399844804608
157,-12.876410832235845
158,-12.223851506156837
159,-14.099078557944628
160,-9.652260358476305
161,-15.310337755103477
162,-13.81157120941227
163,1.7194823909754646
164,-7.797597856047872
165,-18.403539638553397
166,-11.598061660679628
167,-9.90086186374747
168,-12.9020297278564
169,-19.85936585358209
170,-11.563016008907836
171,0.5682512072062913
172,-7.686144760152721
173,-22.068320392729603
174,4.985302069516584
175,-11.653705599984338
176,-12.846076053847344
177,-5.3124627412918635
178,-10.79066243772359
179,-4.467396096494353
180,-5.188554899473071
181,-15.098485511865066
182,-11.339606834201309
183,-27.918982571783015
184,-11.02893105240072
185,-15.78954441303813
186,-6.894067704832294
187,-16.62088945441851
188,-13.518534311897298
189,-21.62365776927186
190,-11.00964750264786
191,6.703130997272362
192,-10.98833575293785
193,-20.47468973628834
194,-10.822705377994229
195,-15.557582638585872
196,-16.601144935059796
197,-24.291390874386664
198,-11.438810512436193
199,-25.54424942514344
200,-11.264866929326313
201,-12.866823486296195
202,-10.813384813300521
203,-14.96605216977133
204,-8.634652645808533
205,-16.726441428384998
206,-12.632525087921415
207,-26.302995615510262
208,-11.956011694754636
209,-23.715228035480482
210,-12.168495099999602
211,-18.700266840556957
