episode,reward,opponent
423,-14.574883511530984,strong_bot
424,-2.848874963814289,agent_trained_vs_strong_bot
425,-27.17540430756323,def_bot
426,-5.797804773690274,atk_bot
427,-11.010313510098621,weak_bot
428,-15.864456238891261,atk_bot
429,-24.242359327519864,weak_bot
430,-11.369394589315085,weak_bot
431,8.595445114399197,agent2
432,-38.543930056955865,agent_trained_vs_league1
433,9.148042684901798,weak_bot
434,-16.720172362919033,def_bot
435,-11.640239117699021,agent4
436,5.5431053805899495,agent_trained_vs_attack_bot
437,5.810023151405711,def_bot
438,-12.326700957129592,agent_trained_vs_attack_bot
439,-18.89897033505636,agent_trained_vs_league1
440,-10.899310799239533,agent_trained_vs_defense_bot
441,9.441922969942393,agent_trained_vs_league1
442,-11.407007412346088,agent_trained_vs_strong_bot
443,8.858888893347544,agent5_shit_agent
444,-13.135856066548648,weak_bot
445,-13.999860078112462,weak_bot
446,-13.138657723688217,atk_bot
447,-17.869120857585756,def_bot
448,-12.949772847651728,agent_trained_vs_attack_bot
449,-12.486207133999056,atk_bot
450,3.5811828208975927,prev_self
451,-11.465857443887453,weak_bot
452,-10.695197651186579,agent_trained_vs_league1
453,9.448317364892494,agent4
454,-12.368554866550198,weak_bot
455,-17.187094780190748,agent3
456,6.36732628046834,def_bot
457,9.521182041198395,agent_trained_vs_league1
458,-13.177322198393165,agent3
459,-10.933707056007012,weak_bot
460,-12.025794834642046,strong_bot
461,-12.340801932854252,strong_bot
462,-4.442984467898362,prev_self
463,8.49540864272997,atk_bot
464,9.451255495052319,agent4
465,-2.690650159291984,def_bot
466,-11.88170642114218,agent3
467,-11.830038985392552,agent_trained_vs_defense_bot
468,-13.120549352823573,strong_bot
469,-1.210551077912561,atk_bot
470,9.13231388824909,agent4
471,-19.6959371797554,def_bot
472,-16.317730933426752,strong_bot
473,-12.8842483971463,agent4
474,-12.17958023252881,agent2
475,-12.727273010944614,def_bot
476,-16.23161557796685,atk_bot
477,-2.2672908072140263,agent_trained_vs_attack_bot
478,-12.066926578915098,weak_bot
479,7.288783172271231,agent_trained_vs_league1
480,8.10466555098234,agent2
481,-13.228205962243258,agent_trained_vs_strong_bot
482,0.0,agent_trained_vs_attack_bot
483,-5.496078767241171,atk_bot
484,7.484020097644363,agent_trained_vs_defense_bot
485,9.361310597057424,strong_bot
486,-12.743653683949159,prev_self
487,-12.353424808746936,agent4
488,0.0,agent_trained_vs_strong_bot
489,-11.020934208387866,weak_bot
490,-19.85420957460925,agent2
491,6.27949075008104,strong_bot
492,9.628396767391294,weak_bot
493,0.0,agent5_shit_agent
494,-12.310771031115479,agent_trained_vs_strong_bot
495,8.10553674275591,atk_bot
496,0.0,agent5_shit_agent
497,-28.94040359610132,agent2
498,-5.72052339358379,def_bot
499,-11.378101154027979,agent_trained_vs_league1
500,-11.761421276000386,weak_bot
501,-13.885791906105618,weak_bot
502,9.34175842829634,agent3
503,-11.240136590695322,weak_bot
504,-13.2102379213248,agent_trained_vs_strong_bot
505,-13.758603024232206,strong_bot
506,-4.507297197983126,agent_trained_vs_strong_bot
507,-5.2124758944160465,agent_trained_vs_strong_bot
508,9.351500438041306,agent_trained_vs_attack_bot
509,-23.930693509876136,weak_bot
510,-10.701923976447445,agent3
511,-11.759048854738916,agent3
512,-10.978723158864423,agent2
513,-3.085350725496147,agent_trained_vs_strong_bot
514,-14.979692700099502,agent2
515,-19.22780005664912,def_bot
516,-14.809048818798765,agent4
517,-3.0527706888049964,agent_trained_vs_strong_bot
518,6.534363369967434,agent5_shit_agent
519,-0.916402605107342,agent2
520,-11.885595997801133,agent_trained_vs_strong_bot
521,-13.228956475126767,prev_self
522,-7.064563209235522,agent4
523,-12.320913987030078,agent2
524,-11.23944768720837,weak_bot
525,-14.806994120225115,weak_bot
526,-19.37701787502406,agent_trained_vs_league1
527,-11.151288844232807,agent2
528,-16.568774670219074,strong_bot
529,-11.487920592807658,agent3
530,-11.83548273745285,weak_bot
531,-2.1798398238210472,atk_bot
532,0.0,agent2
533,9.418067691171512,weak_bot
534,7.132603655759067,agent5_shit_agent
535,-6.112978399060745,agent2
536,7.027070079346911,agent5_shit_agent
537,-11.151169970174236,agent_trained_vs_league1
538,-18.333652159211386,agent_trained_vs_attack_bot
539,-10.598875437574044,agent3
540,9.69616676879131,agent_trained_vs_attack_bot
541,-29.410149241783913,strong_bot
542,-18.05107908772473,atk_bot
543,6.986363498871713,agent3
544,8.958099691973,agent_trained_vs_defense_bot
545,8.548436245312272,strong_bot
546,-12.801304340001456,atk_bot
547,0.0,prev_self
548,-15.043955491008184,agent5_shit_agent
549,-18.325605853811055,weak_bot
550,-12.872579141858406,prev_self
551,-13.073747188822884,agent_trained_vs_strong_bot
552,-5.192816580455599,weak_bot
553,0.0,agent_trained_vs_attack_bot
554,9.39639020267596,agent4
555,-6.422779633916499,atk_bot
556,-4.606386620711018,agent_trained_vs_strong_bot
557,-35.02354181490932,def_bot
558,-30.015177208639045,agent_trained_vs_league1
559,-12.577890529313098,agent2
560,-11.844971541716724,weak_bot
561,1.962317402926388,agent5_shit_agent
562,-10.806762619792933,agent_trained_vs_league1
563,-23.426129818386478,def_bot
564,-11.853752636564149,weak_bot
565,-12.24854025368627,agent_trained_vs_league1
566,-14.289637051069032,strong_bot
567,4.881710504386858,agent_trained_vs_defense_bot
568,-18.629402847777843,agent2
569,-10.945100882362999,agent_trained_vs_league1
570,-17.653716725583926,agent_trained_vs_defense_bot
571,-18.934125181334537,atk_bot
572,-11.824001251327685,agent4
573,-19.051117983931945,agent2
574,-10.835815099037001,agent_trained_vs_league1
575,-16.615579821609085,agent_trained_vs_strong_bot
576,-10.892357178942605,agent_trained_vs_league1
577,-14.942951630823448,agent_trained_vs_league1
578,-11.06075479479541,weak_bot
579,9.778547578479886,agent_trained_vs_league1
580,9.423995748790098,agent_trained_vs_strong_bot
581,-12.412223938082123,atk_bot
582,-0.6632069523086723,agent_trained_vs_strong_bot
583,-10.86053062955386,agent2
584,9.907350734094056,agent2
585,9.189683738152002,agent_trained_vs_attack_bot
586,5.049117993335157,prev_self
587,-13.209736291605697,atk_bot
588,9.050391545042483,agent_trained_vs_strong_bot
589,9.59555417011148,weak_bot
590,-12.837029912037973,agent_trained_vs_strong_bot
591,-17.610082836329717,agent2
592,-11.711507357284159,agent_trained_vs_defense_bot
593,7.953051794567067,agent_trained_vs_defense_bot
594,-15.833313598142468,def_bot
595,-24.12594327464469,atk_bot
596,-10.817688799181497,weak_bot
597,-9.02874971236342,def_bot
598,6.535485485797693,agent_trained_vs_strong_bot
599,-8.355617534025853,def_bot
600,-4.5405482572475915,agent_trained_vs_strong_bot
601,-3.1488399681207473,agent_trained_vs_attack_bot
602,-4.866397781973508,strong_bot
603,9.61858614964433,prev_self
604,-12.0134629611549,agent_trained_vs_strong_bot
605,-12.211035071744401,agent_trained_vs_strong_bot
606,-3.998913568603948,agent_trained_vs_defense_bot
607,8.946130000549761,agent_trained_vs_defense_bot
608,-11.070804441946283,agent3
609,-13.63792239764749,atk_bot
610,-15.511096143018808,weak_bot
611,-12.324190874255422,agent4
612,-10.7935902102148,agent_trained_vs_league1
613,-13.21378041468182,strong_bot
614,-12.111723381746629,agent3
615,0.0,agent5_shit_agent
616,-3.147990603987556,agent_trained_vs_strong_bot
617,-13.58956812183285,weak_bot
618,-20.50865862791025,agent_trained_vs_defense_bot
619,-12.66392299931041,atk_bot
